p_name,p_price,p_score,p_region,p_year
Hermitage La Sizeranne,83,86,Rhone,1997
Zinfandel California Grand Reserve,25,82,Other California,1997
Chablis Les Clos,40,96,Burgundy,1996
Riesling Spätlese Pfalz Durkheimer Spielberg,12,89,Germany,1996
Cotes du Rhone White,7,85,Rhone,1996
Moulis,22,88,Bordeaux,1993
Cabernet Sauvignon Aconcagua Valley Don Maximiano Estate Reserva,12,87,Chile,1993
Meursault Cuvee Charles Maxime,40,94,Burgundy,1998
Shiraz Limestone Coast,55,87,Australia,1998
Barolo Colonello,110,93,Piedmont,1996
Sauvignon Blanc Carmel Valley,9,81,Bay Area - Central Coast,1993
Bordeaux Superieur,10,84,Bordeaux,1995
Sauvignon Blanc Napa Valley,9,83,Napa,1992
Cabernet Sauvignon Napa Valley,39,90,Napa,1996
Sancerre Les Tuilieres,17,88,Loire,1993
Vintage Port Agua Alta,,91,Portugal,1996
Meursault Les Perrieres,46,90,Burgundy,1995
Chardonnay Santa Barbara County,18,90,South Coast,1993
Cabernet Sauvignon California,7,84,Other California,1994
Pinot Blanc Qualitätswein Trocken Kamptal,16,88,Niederosterreich,1996
Syrah Santa Barbara County,20,88,South Coast,1996
Corbieres,6,79,Languedoc-Roussillon,1995
Cabernet Sauvignon Washington,9,81,Washington,1997
Chardonnay Willamette Valley Clonal Selection Espiguette #352,17,86,Oregon,1996
Pinot Noir Russian River Valley Emily's Cuvee,35,88,Sonoma,1998
Chardonnay Carneros Winemaker's Reserve,16,91,Carneros,1994
Chardonnay Monterey Riverstone,14,88,Bay Area - Central Coast,1996
Chardonnay Carneros,15,83,Carneros,1997
Gaillac,9,73,Other France,1996
Chardonnay Napa Valley,14,88,Napa,1992
Riesling Auslese Nahe Munsterer Dautenpflänzer,20,89,Germany,1996
Riesling Spätlese Rheingau Rudesheimer Berg Roseneck,19,89,Germany,1997
Sauvignon Terlaner Lehenhof,18,84,Northeast,1994
Barolo Brunate,105,95,Piedmont,1996
Rosso di Montalcino Il Poggiolo Sassello,25,83,Tuscany,1997
Chardonnay Penedes,13,85,Spain,1995
Tocai Friulano Collio,20,85,Northeast,1996
Della Casa,20,83,Veneto,1992
Riesling Spätlese Mosel-Saar-Ruwer Maximin Grunhäuser Abtsberg,26,90,Germany,1992
Chardonnay Alexander Valley Gauer Ranch,18,90,Sonoma,1995
Chateauneuf-du-Pape White,17,84,Rhone,1993
Cabernet Sauvignon Colchagua,6,77,Chile,1996
Dolcetto d'Alba Vignalunga,16,88,Piedmont,1999
Pinot Noir Napa Valley Corley Estate Reserve,30,87,Napa,1994
Cotes du Rhone-Villages Cairanne La Font d'Estevenas,22,73,Rhone,1997
Cuvee Imperiale Pas Dose,13,75,Other Italy,
Pinot Noir Oregon Archery Summit Estate,75,85,Oregon,1997
Cabernet Sauvignon Colchagua Reserve,12,84,Chile,1992
Albarino Rias Baixas Torre Fornelos,13,82,Spain,1994
Riesling Auslese Gold Cap Mosel-Saar-Ruwer Erdener Prälat,20,88,Germany,1997
Riesling Alsace Herrenweg de Turckheim,28,90,Alsace,1996
Pinot Noir Russian River Valley Emily's Cuvee,27,88,Sonoma,1997
Shiraz South Eastern Australia,8,85,Australia,1992
Chardonnay Napa Valley,17,70,Napa,1994
Cabernet Sauvignon Spring Mountain Reserve,28,90,Napa,1993
St.-Emilion,30,92,Bordeaux,1993
Riesling Eiswein Nahe Schloss Wallhausen,110,91,Germany,1993
Chablis Vaudevey,40,88,Burgundy,1997
Sangiovese Toscana,6,81,Tuscany,1996
Saumur-Champigny Cuvee Tradition,9,84,Loire,1995
Cabernet Sauvignon Sonoma Mountain,33,85,Sonoma,1992
Cornas,42,92,Rhone,1997
Toscana Sammarco,65,91,Tuscany,1996
Val di Neto Gravello,28,79,Other Italy,1993
Shiraz McLaren Vale Basket Pressed,12,92,Australia,1994
Zinfandel Sonoma County Old Vines,15,89,Sonoma,1994
Chianti Classico Clemente VII,11,85,Tuscany,1996
Cabernet Sauvignon Monterey Partners' Reserve,18,83,Bay Area - Central Coast,1993
Pfalz Dornfelder,8,79,Germany,1992
Riesling Auslese Mosel-Saar-Ruwer Erdener Prälat,35,86,Germany,1994
Cabernet Sauvignon Santa Ynez Valley,18,77,South Coast,1993
Gewurztraminer Alsace Grand Cru Wineck-Schlossberg Vendange Tardive,33,88,Alsace,1994
Pinot Grigio Alto Adige,10,83,Northeast,1997
Vino de la Tierra White Zamora,6,79,Spain,1999
Marsanne Vin de Pays d'Oc,8,80,Other France,1992
Chardonnay Sonoma County,15,85,Sonoma,1992
Sauvignon Blanc Casablanca Valley Reserve,13,86,Chile,1996
Chardonnay Central Coast,9,83,Other California,1995
Chardonnay Mendocino County Estate Select,14,82,Mendocino Lake,1994
Merlot Vin de Pays d'Oc,12,83,Other France,1996
Riesling Alsace Andlau,21,82,Alsace,1997
Uvas del Sol Argentinian Red Mendoza,7,78,Argentina,1998
Chardonnay Maipo Valley,7,75,Chile,1992
Chardonnay Arroyo Grande Valley Rosemary's Vineyard,40,91,South Coast,1998
Merlot Napa Valley Dollarhide Ranch,17,86,Napa,1993
Cabernet Sauvignon Napa Valley Aida Vineyard,35,88,Napa,1996
Gevrey-Chambertin Brunelle,42,88,Burgundy,1996
Chianti Classico,27,85,Tuscany,1998
Pommard,,82,Burgundy,1992
Riesling Auslese Mosel-Saar-Ruwer Graacher Domprobst,22,87,Germany,1992
Penedes White,7,79,Spain,1999
Rioja,10,88,Spain,1994
Pinot Noir Sonoma County,15,85,Sonoma,1997
Rosso Classico California,10,85,Other California,1994
Gewurztraminer Willamette Valley Ultima,25,88,Oregon,1994
Ridgecrest Vineyards Cerise Oregon,12,77,Oregon,1993
Shiraz Sonoma County,16,83,Sonoma,1997
Barolo,22,86,Piedmont,1996
Moscato California,6,80,Other California,1996
Pinotage Stellenbosch,20,91,South Africa,1995
Navarra,12,85,Spain,1996
Priorat Les Terrasses,30,89,Spain,1997
Early Muscat Oregon,8,88,Oregon,1996
Pinot Noir Napa Valley Atlas Peak Vineyard,28,87,Napa,1997
Brut Cava Marino,9,80,Spain,
Rioja Torre Muga Reserva,50,90,Spain,1994
Cabernet Sauvignon Walla Walla Seven Hills Vineyard,38,88,,1997
Shiraz South Eastern Australia Thomas Mitchell,10,86,Australia,1995
Brunello di Montalcino,26,89,Tuscany,1995
Pinot Noir Russian River Valley Hillside Vineyards,20,79,Sonoma,1996
Muscadet de Sevre et Maine Sur Lie Sauvion du Cleray,7,86,Loire,1995
Chianti Classico,16,83,Tuscany,1995
Cabernet Sauvignon Grave del Friuli Braida Vieri,10,78,Northeast,1997
Barbera d'Alba Gallina,9,80,Piedmont,1995
Meritage Sonoma County,18,82,Sonoma,1994
Moulin-a-Vent,16,88,Beaujolais,1999
Muller-Thurgau Willamette Valley,6,83,Oregon,1993
Sauvignon Blanc North Coast,12,82,Other California,1997
Vin Gris de Cigare California,9,87,Other California,1998
Chablis Montmain,28,83,Burgundy,1998
Merlot Rapel Valley Casillero del Diablo,10,86,Chile,1996
Volnay Champans,,87,Burgundy,1997
Merlot Sonoma County,14,83,Sonoma,1997
Rioja Vina Real Crianza,14,84,Spain,1996
Graves,15,79,Bordeaux,1996
Merlot Carneros,22,84,Carneros,1994
Gewurztraminer QbA Pfalz,8,85,Germany,1997
Barbera d'Alba,17,85,Piedmont,1998
Cabernet Sauvignon Colchagua Valley Gran Reserva,12,88,Chile,1997
Meursault Genevrieres,42,97,Burgundy,1996
Chardonnay Sonoma Valley Kunde Vineyard,42,88,Sonoma,1998
Cabernet Sauvignon-Merlot-Cabernet Franc Oregon,10,76,Oregon,1994
Brouilly Prestige de Vieilles Vignes,17,79,Beaujolais,1993
Verdelho McLaren Vale,15,81,Australia,1998
Chardonnay Napa Valley Private Reserve,18,89,Napa,1994
Ruchottes-Chambertin Clos des Ruchottes,85,91,Burgundy,1995
Pinot Noir Santa Maria Valley Bien Nacido Vineyard,36,81,South Coast,1998
Bordeaux White,8,79,Bordeaux,1993
Pinot Noir Santa Maria Valley,18,84,South Coast,1996
Cabernet Sauvignon Howell Mountain,32,93,Napa,1994
Cabernet Sauvignon Napa Valley,30,86,Napa,1997
Chardonnay Santa Cruz Mountains,20,88,Bay Area - Central Coast,1997
Shiraz-Cabernet South Eastern Australia,10,86,Australia,1995
Riesling Spätlese Mosel-Saar-Ruwer Bernkastel-Kueser Kardinalsberg,8,87,Germany,1997
Rioja Vina Cubillo,14,82,Spain,1995
Spätburgunder Trocken Germany,21,88,Germany,1996
Chardonnay Livermore Valley Toy Vineyard,12,82,Bay Area - Central Coast,1993
Furmint Tokay,9,72,Hungary,1994
Cabernet Sauvignon Stellenbosch,27,91,South Africa,1995
Chardonnay Carneros,21,91,Carneros,1996
Johannisberg Riesling Finger Lakes Semi-Dry,9,84,Finger Lakes,1994
Chardonnay Russian River Valley Allen & McIlroy Vineyards Limited Edition,18,90,Sonoma,1994
Chardonnay Carneros Durell Vineyard,24,93,Carneros,1996
Chablis,14,82,Burgundy,1994
Shiraz Barossa Family Reserve,12,90,Australia,1995
Cabernet Sauvignon Eden Valley,14,85,Australia,1996
Cabernet Sauvignon Napa Valley,25,87,Napa,1995
Anjou,11,86,Loire,1996
Extra Brut Blanc de Blancs Champagne Vieilles Vignes de Cramant,50,90,Champagne,
Pinot Noir Russian River Valley,18,79,Sonoma,1996
Vin Gris Cotes d'Oakley California,9,82,Other California,1996
Brut Marlborough Elstree Cuvee,23,90,New Zealand,1994
Pinotage Coastal Region,13,87,South Africa,1998
Dao Quinta dos Carvalhais,45,88,Portugal,1995
Chardonnay Willamette Valley,11,87,Oregon,1994
Barolo,44,84,Piedmont,1996
Cotes du Rhone-Villages White Vinsobres,,85,Rhone,1996
Chenin Blanc Yakima Valley Late Harvest Reserve,18,90,Washington,1998
Sauvignon Blanc Virginia Glen Manor,16,78,Virginia,1998
Sauvignon Blanc Marlborough,14,90,New Zealand,1996
Cabernet Sauvignon Sonoma County,18,81,Sonoma,1993
Chardonnay Central Coast,14,87,Other California,1995
Merlot Coonawarra Regional Selection,14,85,Australia,1997
Johannisberg Riesling Idaho,6,88,Idaho,1992
Merlot Howell Mountain,26,88,Napa,1993
Chianti Classico,10,87,Tuscany,1996
Sauternes,35,93,Sauternes,1997
Brunello di Montalcino,53,93,Tuscany,1995
Cabernet Sauvignon Napa Valley Moffett Vineyard,50,92,Napa,1997
Chardonnay Nelson Unoaked,13,86,,1997
Riesling Spätlese Rheinhessen Nackenheim Rothenberg,24,88,Germany,1996
Bandol,23,88,Provence,1997
Chardonnay North Fork of Long Island Cox Lane Vineyard,13,84,Long Island,1997
Soave Superiore Fontego,12,86,Veneto,1998
Crozes-Hermitage White Les Meysonniers,23,85,Rhone,1997
Marsanne Vin de Pays d'Oc,9,80,Other France,1997
Pinot Noir Santa Barbara County Bien Nacido Vineyard Reserve,24,82,South Coast,1996
Toscana Rondinaia,,87,Tuscany,1997
Merlot Alto Adige,12,85,Northeast,1995
Cabernet Sauvignon Dry Creek Valley,12,85,Sonoma,1992
Chardonnay Napa Valley,12,86,Napa,1995
Chardonnay Lontue Castillo de Molina Reserva,10,83,Chile,1997
Pinot Noir Carneros,19,71,Carneros,1993
Puligny-Montrachet,45,90,Burgundy,1996
Chardonnay Nelson,17,86,New Zealand,1998
Zinfandel Mendocino Pacini Vineyard Zin Gris,8,87,Mendocino Lake,1995
Puligny-Montrachet Les Nosroyes,30,84,Burgundy,1994
Zinfandel California,8,78,Other California,1996
Pernand-Vergelesses White,19,79,Burgundy,1993
Pinot Noir Santa Barbara County Bien Nacido Vineyard Limited Release Reserve,28,85,South Coast,1998
Nuits-St.-Georges Aux Lavieres,63,87,Burgundy,1992
Nuits-St.-Georges Les Cailles,60,86,Burgundy,1995
Cabernet Franc Monticello,16,87,Virginia,1998
Riesling Spätlese Rheingau Hochheimer Domdechaney,,86,Germany,1993
Margaux,30,88,Bordeaux,1994
Sauvignon Blanc Rancagua,7,77,Chile,1994
Petit Chablis,,86,Burgundy,1996
Chablis Vaucopin,33,82,Burgundy,1998
Cotes du Rhone Parallele 45,9,83,Rhone,1993
Pinot Blanc Alsace,9,84,Alsace,1999
Chassagne-Montrachet,42,86,Burgundy,1996
St.-Emilion,,80,Bordeaux,1996
Pinot Grigio Isonzo del Friuli,14,84,Northeast,1995
Meursault Les Tillets,45,82,Burgundy,1995
Merlot French-California Cuvee,5,79,Other France,
Tocai Friulano Collio,29,87,Northeast,1998
Crozes-Hermitage Les Meysonniers,19,90,Rhone,1996
Cabernet Sauvignon Napa Valley Reserve,70,98,Napa,1992
Johannisberg Riesling Monterey Late Harvest Bay Mist,7,83,Bay Area - Central Coast,1992
Meursault Charmes,40,89,Burgundy,1992
Cabernet Sauvignon Columbia Valley,16,70,Washington,1994
California White,5,87,Other California,1996
Gewurztraminer Sonoma County,11,73,Sonoma,1992
Merlot Vin de Pays d'Oc L'Epayrie,8,83,Other France,1995
Cabernet Sauvignon Carmel Valley Blackjack Pasture,40,83,Bay Area - Central Coast,1997
Chardonnay Sonoma County,10,86,Sonoma,1993
Cabernet Sauvignon Columbia Valley,9,87,Washington,1993
Riesling Auslese Mosel-Saar-Ruwer Berncasteler Doctor,55,88,Germany,1996
Chardonnay South Eastern Australia,11,78,Australia,1993
Pinot Noir Willamette Valley 3 Vineyard,15,80,Oregon,1995
Cotes du Soleil California,8,81,Other California,1994
Merlot Yakima Valley Reserve,21,87,Washington,1995
Macon-Davaye,9,76,Burgundy,1995
Sancerre La Duschesne,18,82,Loire,1995
Gewurztraminer Columbia Valley,7,85,Washington,1999
Fume Blanc Paso Robles Barrel Fermented & Aged,9,84,South Coast,1994
Cabernet Sauvignon Napa Valley Fay,100,88,Napa,1996
Sangiovese Tuscany Rubizzo,6,85,Tuscany,1994
Pinot d'Alsace Alsace,16,88,Alsace,1998
St.-Aubin La Chateniere,33,89,Burgundy,1995
Cabernet Sauvignon Umpqua Valley,21,86,Oregon,1997
Riesling Central Coast Dry,10,87,Other California,1995
Brouilly Grande Cuvee Flower Label,13,82,Beaujolais,1998
Chardonnay Napa Valley Starmont,18,91,Napa,1996
Muscat Alsace Grand Cru Froehn,25,86,Alsace,1997
Barolo Brunate,46,95,Piedmont,1996
Brunello di Montalcino,50,89,Tuscany,1993
Riesling Spätlese Halbtrocken Pfalz Ungsteiner Herrenberg,17,83,Germany,1992
Gevrey-Chambertin Lavaut St.-Jacques,38,77,Burgundy,1993
Rosso di Montepulciano,12,84,Tuscany,1997
Charmes-Chambertin,87,96,Burgundy,1995
Zinfandel California,9,83,Other California,1998
Chardonnay McLaren Vale Edwards & Chaffey,25,89,Australia,1994
Hermitage Les Miaux,,91,Rhone,1997
Chablis,17,90,Burgundy,1996
Merlot Napa Valley Diamond Mountain Ranch Vineyard,35,87,Napa,1995
Cabernet-Merlot Columbia Valley,10,86,Washington,1998
Puligny-Montrachet,32,70,Burgundy,1997
Barolo Pajana,60,92,Piedmont,1995
Muscadet de Sevre et Maine Sur Lie Chateau des Grandes Noëlles,10,79,Loire,1995
Zinfandel Mendocino County Sanel Valley Vineyard,12,89,Mendocino Lake,1994
Pouilly-Fuisse La Cuvee du Maitre,16,70,Burgundy,1995
Chardonnay Carneros,16,83,Carneros,1992
Riesling Spätlese Mittelrhein Bacharacher Hahn,15,86,Germany,1993
Cabernet Sauvignon Columbia Valley Barrel Select,15,86,Washington,1994
Gewurztraminer Alsace Reserve,12,74,Alsace,1992
Merlot Howell Mountain Bancroft Ranch,50,92,Napa,1995
Cabernet Sauvignon-Merlot Stellenbosch,15,85,South Africa,1998
Elegia,,85,Tuscany,1994
Chardonnay Santa Cruz Mountains Estate Reserve,28,89,Bay Area - Central Coast,1995
Barolo Perno S. Stefano,52,93,Piedmont,1996
Rioja Conde de Valdemar Gran Reserva,25,80,Spain,1992
Beaujolais-Villages,12,84,Beaujolais,1996
Chablis Fourchaume,22,83,Burgundy,1996
Pinot d'Alsace Alsace,22,90,Alsace,1997
Medoc,14,80,Bordeaux,1995
Merlot California,7,80,Other California,1997
Lacryma Christi del Vesuvio White,13,87,Other Italy,1998
Rosso di Montepulciano,11,86,Tuscany,1996
Pinot Noir Napa Valley Carneros Beckstoffer Las Amigas Vineyard,50,86,Carneros,1997
Cabernet Sauvignon Alexander Valley,19,86,Sonoma,1994
Brut Cremant d'Alsace Cuvee Jean-Baptiste,15,85,Alsace,
Chablis Fourchaume,25,93,Burgundy,1996
Claret Napa Valley,24,87,Napa,1992
Sauvignon Blanc Sonoma County,9,83,Sonoma,1993
Barolo,,81,Piedmont,1993
Chardonnay Rancagua,7,85,Chile,1996
Fino Jerez Inocente,13,86,Spain,
Savigny-les-Beaune,23,80,Burgundy,1997
Riesling Spätlese Mosel-Saar-Ruwer Brauneberger Juffer-Sonnenuhr,22,90,Germany,1995
Beaujolais-Villages Le Chamville,12,79,Beaujolais,1997
Chianti Classico Giorgio Regni Riserva,28,86,Tuscany,1995
Bourgogne White,,73,Burgundy,1993
Amontillado Jerez Principe de Barbadillo,30,84,Spain,
Riesling Eiswein Rheinhessen Weinheimer Holle,,93,Germany,1997
Riesling Kabinett Pfalz Wachenheimer Rechbächel,13,86,Germany,1996
Pinot Noir Anderson Valley Rose Vineyard,30,89,Mendocino Lake,1994
Cabernet Sauvignon Napa Valley Limited Release,22,82,Napa,1996
Chardonnay Napa Valley Limited Reserve,,90,Napa,1997
Cabernet Sauvignon Livermore Valley Charles Wetmore Reserve,11,79,Bay Area - Central Coast,1995
Toscana Casarsa,,85,Tuscany,1996
Chateauneuf-du-Pape White,30,92,Rhone,1998
White Riesling Columbia Valley Late Harvest Varietal Select,8,83,Washington,1998
Chianti Classico Riserva,17,82,Tuscany,1994
Pauillac,35,88,Bordeaux,1995
St.-Joseph Cuvee Prestige de Caroline,23,82,Rhone,1994
Meursault Les Caillerets,,84,Burgundy,1993
Pouilly-Fume Les Pierrefeux,18,78,Loire,1994
Merlot North Fork of Long Island,20,86,Long Island,1995
Coteaux d'Aix-en-Provence Cuvee du Chateau,10,85,Provence,1995
Chardonnay Russian River Valley Allen Vineyard,18,89,Sonoma,1993
Nuits-St.-Georges Les Poisets,55,90,Burgundy,1997
Riesling Washington,6,84,Washington,1995
Chardonnay Arroyo Seco Riva Ranch,8,85,Bay Area - Central Coast,1993
Cabernet Sauvignon Napa Valley Reserve,35,85,Napa,1996
Dolcetto d'Alba,16,88,Piedmont,1997
Pommard La Chaniere Domaine du Chateau de Bligny,40,84,Burgundy,1996
Pinot Blanc North Fork of Long Island Lieb Vineyards,12,77,Long Island,1996
Dolcetto d'Alba Monfalletto,,81,Piedmont,1994
Zinfandel Paso Robles Late Harvest,15,79,South Coast,1994
Coteaux du Languedoc,11,84,Languedoc-Roussillon,1996
Gewurztraminer Alsace Wintzenheim,34,91,Alsace,1995
Auxey-Duresses,23,85,Burgundy,1996
Brunello di Montalcino,108,82,Tuscany,1994
Rosso di Montalcino,19,78,Tuscany,1998
Pauillac,18,86,Bordeaux,1997
St.-Emilion,9,84,Bordeaux,1997
Bourgogne White sur Kimmeridgien,18,84,Burgundy,1997
Chardonnay Marlborough,20,90,New Zealand,1998
Chardonnay Carneros Sangiacomo Vineyard,18,88,Carneros,1993
Riesling Spätlese Mosel-Saar-Ruwer Graacher Domprobst,21,87,Germany,1997
Pommard Saussilles,54,74,Burgundy,1997
Puligny-Montrachet Les Referts,,84,Burgundy,1994
Palo Cortado Jerez Sibarita,83,90,Spain,
Riesling Hochgewächs Mittelrhein Bopparder Hamm Feuerlay,8,79,Germany,1992
Zinfandel Paso Robles Sauret Vineyard,13,86,South Coast,1993
Rully Premier Cru,23,84,Burgundy,1996
Napa Valley,140,94,Napa,1997
Coteaux d'Aix-en-Provence White Clos Victoire,30,84,Provence,1995
Chardonnay Marlborough,,83,New Zealand,1993
Shiraz Barossa Valley,10,88,Australia,1993
Vouvray Cuvee Constance,100,100,Loire,1997
Shiraz Barossa Valley Command,34,94,Australia,1992
Chassagne-Montrachet Franchemont,44,74,Burgundy,1998
Chardonnay Santa Barbara County Bien Nacido Vineyard Reserve,25,91,South Coast,1997
Minervois Cuvee Marie-Claude,17,90,Languedoc-Roussillon,1998
Pommard Rugiens,60,83,Burgundy,1996
Gevrey-Chambertin La Platiere,39,76,Burgundy,1992
Cotes du Rhone,13,86,Rhone,1998
Sauvignon Blanc Napa Valley,13,78,Napa,1994
Chianti Classico Riserva,15,77,Tuscany,1993
Cabernet Sauvignon California Classic Reserve,8,74,Other California,1997
Chardonnay Washington,9,73,Washington,1993
Chardonnay Paso Robles,10,84,South Coast,1995
Pessac-Leognan,,,Bordeaux,1998
Pinot Blanc Alsace Diamant d'Alsace Reserve,8,78,Alsace,1992
Chardonnay Hudson River Region Proprietor's Special Reserve,16,88,Hudson River Region,1993
Johannisberg Riesling Santa Ynez Valley Selected Harvest,15,89,South Coast,1995
Chardonnay Sonoma County Overlook,12,87,Sonoma,1992
Merlot Barossa,17,84,Australia,1997
Bardolino Classico,9,79,Veneto,1996
Riesling Auslese Pfalz Wachenheimer Belz,23,88,Germany,1997
Zinfandel Russian River Valley,16,84,Sonoma,1996
Sylvaner Alsace,12,81,Alsace,1995
Tokay Pinot Gris Alsace Altenbourg Cuvee Laurence,65,90,Alsace,1996
Chianti Colli Senesi,15,82,Tuscany,1994
Chardonnay Howell Mountain St. Thomas Vineyard,23,80,Napa,1998
Merlot Lontue Valley 120,8,83,Chile,1998
Echezeaux,80,92,Burgundy,1996
Bordeaux White,7,84,Bordeaux,1994
Merlot Napa Valley,16,82,Napa,1993
Chianti Castello di Rapale,12,85,Tuscany,1997
Savigny-les-Beaune,21,87,Burgundy,1993
Bourgogne Aligote,20,89,Burgundy,1995
Merlot Napa Valley Carneros Reserve,28,86,Carneros,1995
Chianti Colli Senesi,11,82,Tuscany,1996
Chenin Blanc Breede River,10,78,South Africa,1997
Pouilly-Fuisse,,78,Burgundy,1994
Cask 23 Napa Valley,80,88,Napa,1993
Cabernet Franc Alexander Valley Imagery Series,17,91,Sonoma,1994
Gewurztraminer Alsace Grand Cru Altenberg de Bergheim,29,89,Alsace,1995
Semillon-Chardonnay Hunter Valley,11,87,Australia,1995
Pinot Noir North Coast,9,79,Other California,1993
Chardonnay Edna Valley Oliver's Vineyard,18,92,South Coast,1996
Zinfandel Russian River Valley Gambogi Ranch,22,82,Sonoma,1998
Sauvignon Blanc Columbia Valley,10,85,Washington,1998
St.-Emilion,20,80,Bordeaux,1997
St.-Veran Tete de Cuvee,16,84,Burgundy,1998
Puligny-Montrachet,50,88,Burgundy,1997
Cabernet Franc Collio,13,86,Northeast,1994
Riesling Watervale Cordon Cut,17,94,Australia,1996
Chardonnay Napa Valley Private Reserve,36,87,Napa,1998
Riesling Alsace Grand Cru Turckheim Brand,52,94,Alsace,1996
Emerald Riesling Shomron Valley Wines,9,78,Israel,1997
Cabernet Sauvignon California,6,81,Other California,1993
Zinfandel Napa Valley Eastern Exposures,30,78,Napa,1998
Sauvignon Blanc Maipo Valley Casillero del Diablo,10,86,Chile,1996
Rosso di Montalcino,24,88,Tuscany,1997
Montrachet,278,96,Burgundy,1994
Volnay Caillerets Ancienne Cuvee Carnot,44,85,Burgundy,1995
Gruner Veltliner Kabinett Kremstal Gedersdorfer Lossterrassen,11,85,Niederosterreich,1996
Chardonnay Sonoma Coast Porter-Bass Vineyard,38,93,Sonoma,1997
Zinfandel Mendocino DuPratt Vineyard,18,93,Mendocino Lake,1994
Petite Sirah Russian River Valley Centennial Harvest,48,88,Sonoma,1996
Cabernet Sauvignon North Coast,12,82,Other California,1994
Pinot Noir Central Coast,16,88,Other California,1995
Merlot Tupungato Trumpeter,9,83,Argentina,1998
Riesling Spätlese Halbtrocken Nahe Schloss Wallhausen,18,85,Germany,1993
